0,524,,1.908396947
1,466,,2.145922747
2,390,,2.564102564
3,361,,2.770083102
4,246,,4.06504065
5,328,,3.048780488
6,274,,3.649635036
7,355,,2.816901408
8,741,,1.349527665
9,231,,4.329004329
10,406,,2.463054187
11,549,,1.821493625
12,490,,2.040816327
13,375,,2.666666667
14,624,,1.602564103
15,591,,1.692047377
16,292,,3.424657534
17,308,,3.246753247
18,285,,3.50877193
19,266,,3.759398496
20,322,,3.105590062
21,320,,3.125
22,276,,3.623188406
23,382,,2.617801047
24,311,,3.215434084
25,327,,3.058103976
26,352,,2.840909091
27,356,,2.808988764
28,295,,3.389830508
29,367,,2.72479564
30,455,,2.197802198
31,399,,2.506265664
32,355,,2.816901408
33,421,,2.375296912
34,428,,2.336448598
35,427,,2.341920375
36,351,,2.849002849
37,363,,2.754820937
38,445,,2.247191011
39,439,,2.277904328
40,452,,2.212389381
41,461,,2.169197397
42,534,,1.872659176
43,576,,1.736111111
44,776,,1.288659794
45,682,,1.46627566
46,1440,,0.694444444
47,685,,1.459854015
48,748,,1.336898396
49,709,,1.410437236
50,531,,1.883239171
51,578,,1.730103806
52,733,,1.36425648
53,649,,1.540832049
54,541,,1.848428835
55,526,,1.901140684
56,551,,1.814882033
57,536,,1.865671642
58,640,,1.5625
59,605,,1.652892562
60,662,,1.510574018
61,606,,1.650165017
62,560,,1.785714286
63,613,,1.63132137
64,597,,1.675041876
65,932,,1.072961373
66,756,,1.322751323
67,789,,1.267427123
68,1022,,0.978473581
69,672,,1.488095238
70,981,,1.019367992
71,932,,1.072961373
72,892,,1.121076233
73,1290,,0.775193798
74,973,,1.027749229
75,1309,,0.76394194
76,1269,,0.788022065
77,1469,,0.680735194
78,1166,,0.857632933
79,1450,,0.689655172
80,1626,,0.61500615
81,990,,1.01010101
82,802,,1.246882793
83,775,,1.290322581
84,734,,1.36239782
85,745,,1.342281879
86,784,,1.275510204
87,810,,1.234567901
88,863,,1.158748552
89,775,,1.290322581
90,1125,,0.888888889
91,1145,,0.873362445
92,1196,,0.836120401
93,1496,,0.668449198
94,1248,,0.801282051
95,2052,,0.487329435
96,1529,,0.654022237
97,1092,,0.915750916
98,1019,,0.981354269
